AP_VE_1-2;DK_0001_30003-0001DNAEXP-20260812-48744277;308354.11;AP;;ORACLE
ENTITYID;COUNTERPARTYID;CASHFLOWTYPE;PAYMENTMETHOD;PRIORITYID;VALUEDATE;TRANSACTIONDATE;ENTITYBANKACCOUNTNUMBER;CURRENCYCODE;AMOUNT;COUNTERPARTYNAME;COUNTERPARTYBANKACCOUNTNUMBER;CPTYSECONDARYACCOUNTNUMBER;COUNTERPARTYBANKACCOUNTCOUNTRYCODE;COUNTERPARTYBANKCODE;COUNTERPARTYBANKBRANCHID;COUNTERPARTYADDRESS1;COUNTERPARTYADDRESS2;COUNTERPARTYADDRESS3;COUNTERPARTYADDRESS4;COUNTERPARTYSTATE;COUNTERPARTYCITY;COUNTERPARTYCOUNTRYCODE;COUNTERPARTYMESSAGE;FINANCIALCHARGEALLOCATION;CUSTOMERREFERENCENUMBER;BANKINSTRUCTIONS;DESCRIPTION/REFERENCE;TRANSACTIONTYPECODE;INTERMEDIARYBANKSWIFTCODE;INTERMEDIARYBANKNAME;INTERMEDIARYBANKADRESSE1;INTERMEDIARYBANKADRESSE2;INTERMEDIARYBANKADRESSE3;INTERMEDIARYBANKADRESSE4;SECONDINTERMEDIARYBANKSWIFTCODE;SECONDINTERMEDIARYBANKNAME;SECONDINTERMEDIARYBANKADRESSE1;SECONDINTERMEDIARYBANKADRESSE2;SECONDINTERMEDIARYBANKADRESSE3;SECONDINTERMEDIARYBANKADRESSE4;CHEQUENUMBER;COMMENT;RESERVE9;RESERVE8;RESERVE7;RESERVE6;RESERVE5;RESERVE4;RESERVE3;RESERVE2;RESERVE1
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;1123.74;COMPUTACENTER FRANCE;300040027400011136783;FR7630004002740001113678358;FR;BNPAFRPPXXX;;229 RUE DE LA BELLE ETOILE;;;;95700;ROISSY-EN-FRANCE;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur 23560 - Site FRA95700;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;210.00;HYDRONIC;300070001100022110894;FR7630007000110002211089402;FR;NATXFRPP;;RUE DE PARIS;;;;61400;MORTAGNE-AU-PERCHE;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur 31280 - Site FRA61400;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;73.25;RICHARDSON;300030125000020110411;FR7630003012500002011041168;FR;SOGEFRPP;;2 PLACE GANTES;;;;13002;MARSEILLE 2;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur 35631 - Site FRA13002EDI;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;487.20;VALMET SAS;16603016603001087439;FI4216603001087439;FI;NDEAFIHH;;5 RUE DE L INDUSTRIE;;;;68700;CERNAY;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur 108041 - Site FRA68700;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;3997.81;SECURIMED;412191601000031801019;FR7641219160100003180101906;FR;BOFAFRPP;;4 RUE DE L ARTISANAT;;;;59180;CAPPELLE-LA-GRANDE;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur 19985 - Site FRA59180;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;2259.01;SELARL MATHIERE  ASSOCIES;30002081000000790391N;FR2430002081000000790391N81;FR;CRLYFRPP;;1 VC PROMENOIR COUREAULEURS;;;;17000;LA ROCHELLE;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur 108515 - Site FRA17000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;1052.35;AQUAGED;102062040103106678740;FR7610206204010310667874030;FR;AGRIFRPP802;;22 RUE HENRI BECQUEREL;;ZONE INDUSTRIELLE MITRY COMPANS;;77290;MITRY-MORY;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur 36267 - Site FRA77290;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;85.51;ATLANTIC CLIMATISATION ET TRAITEMEN;300079999904141048400;FR7630007999990414104840018;FR;NATXFRPP;;13, BOULEVARD MONGE;;;;69330;MEYZIEU;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur 110488 - Site FRA69330;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;1550.65;LAMATHERM;300040031900010002797;FR7630004003190001000279736;FR;BNPAFRPPXXX;;3 RUE EUGENE FREYSSINET;;;;33140;VILLENAVE D ORNON;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur 3000 - Site FRA33140;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;700.92;KEP FRANCE;155193907200020445501;FR7615519390720002044550175;FR;CMCIFR2AXXX;;3 RUE VASCO DE GAMA;;;;17440;AYTRE;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur 24252 - Site FRA17440;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;1040.00;DECOUPE BETON D B SARL;109070000100621513007;FR7610907000010062151300761;FR;CCBPFRPPBDX;;10 Rue Falcon;Parc d'activit Le Falcon;;;33700;MERIGNAC;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur S00051497 - Site FRA33700;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;3.68;MUPRO FRANCE;300271772900020816401;FR7630027177290002081640162;FR;CMCIFRPPXXX;;RUE CAMILLE GUERIN;;;;62217;TILLOY-LES-MOFFLAINES;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur 5333 - Site FRA62031;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;2751.10;MIROITERIE MELUSINE;133350040108945426387;FR7613335004010894542638702;FR;CEPAFRPP333;;13 Alle du Bois Renard;;;;86240;LIGUG;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur S00056180 - Site FRA86240;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;539.28;TAC-TRAITEMENT DE L'EAU;102780225200020207501;FR7610278022520002020750116;FR;CMCIFR2AXXX;;13 RUE DU CHATEAU DE RIBAUTE;;;;31130;QUINT-FONSEGRIVES;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur 84719 - Site FRA31130;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;637.50;UNIVERSITE DE BORDEAUX;100713300000001001241;FR7610071330000000100124128;FR;TRPUFRP1XXX;;351 COURS DE LA LIBERATION;;;;33400;TALENCE;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur 86125 - Site FRA33405;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;NO;COMMP;EFT;0;08/14/2026;08/13/2026;FR7630003011000002002534384;EUR;7360.92;AUTOMATISME ELECTRICITE INDUSTRIELL;117060001156003517395;FR7611706000115600351739543;FR;AGRIFRPP817;;20 RUE ANDRE MARIE AMPERE;;;;79160;COULONGES SUR L'AUTIZE;FR;Lot 20260812-0047DNAXTIERSEXVIR0001 - 13/08/2026 - Fournisseur 88183 - Site FRA79160;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
