
ETAT DES RECEPTIONS DES ORDRES DE PRELEVEMENTS AU:20/07/2026 a 07:01

NOM DU SI DALKIA;IBAN CREANCIER;DATE D'ECHEANCE;NOMBRE DE PRELEVEMENTS;MONTANT TOTAL;
CIF;FR7630004003420002010707342;04/08/2026;0000000025;1756,34;
CIF;FR7630004003420002010707342;05/08/2026;0000000003;290,72;
CIF;FR7630004003420002010707342;06/08/2026;0000000002;996,06;
CIF;FR7630004008190001183352461;04/08/2026;0000000001;139,30;
CIF;FR7630004008190001198018861;04/08/2026;0000000053;7056,96;
CIF;FR7630004008190001198018861;05/08/2026;0000000007;929,61;
CIF;FR7630004008190001198018861;06/08/2026;0000000001;138,17;
CIF;FR7630004008190001203276261;04/08/2026;0000000002;367,50;
CIF;FR7630004008190001203276261;05/08/2026;0000000001;152,63;
CIF;FR7630004008190001203276261;06/08/2026;0000000001;122,96;
CIF;FR7630004008280001284673676;04/08/2026;0000000009;778,98;
CIF;FR7630004008280001284673676;05/08/2026;0000000004;376,36;
CIF;FR7630004008280001284673676;06/08/2026;0000000004;334,86;
CIF;FR7630004013280001055447804;04/08/2026;0000000003;337,61;
CIF;FR7630004013280001055447804;05/08/2026;0000000001;224,56;
CIF;FR7630004013280001055467204;03/08/2026;0000000002;95,57;
CIF;FR7630004013280001055467204;04/08/2026;0000000060;6527,20;
CIF;FR7630004013280001055467204;05/08/2026;0000000023;2133,30;
CIF;FR7630004013280001055467204;06/08/2026;0000000024;1944,15;
CIF;FR7630004013280001055515704;04/08/2026;0000000023;2017,07;
CIF;FR7630004013280001055515704;05/08/2026;0000000004;406,71;
CIF;FR7630004013280001055515704;06/08/2026;0000000002;266,78;
