
ETAT DES RECEPTIONS DES ORDRES DE PRELEVEMENTS AU:17/06/2026 a 07:01

NOM DU SI DALKIA;IBAN CREANCIER;DATE D'ECHEANCE;NOMBRE DE PRELEVEMENTS;MONTANT TOTAL;
CIF;FR7630004003420002010707342;03/07/2026;0000000036;5437,88;
CIF;FR7630004003420002010707342;06/07/2026;0000000001;98,41;
CIF;FR7630004008190001198018861;03/07/2026;0000000059;7672,80;
CIF;FR7630004008190001198018861;06/07/2026;0000000001;138,17;
CIF;FR7630004008280001284673676;03/07/2026;0000000012;1020,31;
CIF;FR7630004008280001284673676;06/07/2026;0000000004;334,86;
CIF;FR7630004013280001055447804;03/07/2026;0000000005;481,64;
CIF;FR7630004013280001055467204;03/07/2026;0000000180;11346,45;
CIF;FR7630004013280001055467204;06/07/2026;0000000029;2273,75;
CIF;FR7630004013280001055515704;03/07/2026;0000000025;2120,53;
CIF;FR7630004013280001055515704;06/07/2026;0000000002;118,94;
